id,groupround_id,timestamp,group_state,content
335,202,2024-09-24T15:10:24,BUYING_FINISHED,
336,202,2024-09-24T15:10:26,SHOW_TAXES,
337,202,2024-09-24T15:10:34,ALLOW_IMPROVEMENTS,
339,202,2024-09-24T15:11:26,SHOW_SURVEY,
358,202,2024-09-24T15:16:48,SURVEY_COMPLETED,
359,202,2024-09-24T15:17:17,ROLLED_DICE,"Fluvial=6
Pluvial=7"
360,202,2024-09-24T15:17:34,SHOW_SUMMARY,
366,207,2024-09-24T15:19:44,NEW_ROUND,Round=3
367,207,2024-09-24T15:19:47,ANNOUNCE_NEWS,
373,207,2024-09-24T15:21:08,SHOW_HOUSES_SELL,
377,207,2024-09-24T15:22:44,ALLOW_SELLING,
399,207,2024-09-24T15:34,SHOW_HOUSES_BUY,
401,207,2024-09-24T15:34:02,ALLOW_BUYING,
405,207,2024-09-24T15:36:16,BUYING_FINISHED,
406,207,2024-09-24T15:36:25,SHOW_TAXES,
407,207,2024-09-24T15:36:34,ALLOW_IMPROVEMENTS,
410,207,2024-09-24T15:39:54,SHOW_SURVEY,
411,207,2024-09-24T15:40:28,SURVEY_COMPLETED,
412,207,2024-09-24T15:40:56,ROLLED_DICE,"Fluvial=6
Pluvial=6"
413,207,2024-09-24T15:41:06,SHOW_SUMMARY,
235,196,2024-09-24T14:24:17,NEW_ROUND,Round=1
236,196,2024-09-24T14:25:25,ANNOUNCE_NEWS,
244,196,2024-09-24T14:29:50,SHOW_HOUSES_BUY,
252,196,2024-09-24T14:35:06,ALLOW_BUYING,
257,196,2024-09-24T14:40:03,BUYING_FINISHED,
258,196,2024-09-24T14:40:05,SHOW_TAXES,
260,196,2024-09-24T14:42:43,ALLOW_IMPROVEMENTS,
267,196,2024-09-24T14:47:01,SHOW_SURVEY,
269,196,2024-09-24T14:48:03,SURVEY_COMPLETED,
272,196,2024-09-24T14:48:48,ROLLED_DICE,"Fluvial=6
Pluvial=6"
276,196,2024-09-24T14:49:37,SHOW_SUMMARY,
277,201,2024-09-24T14:50:37,NEW_ROUND,Round=2
278,201,2024-09-24T14:50:41,ANNOUNCE_NEWS,
282,201,2024-09-24T14:52:33,SHOW_HOUSES_SELL,
284,201,2024-09-24T14:53:45,ALLOW_SELLING,
288,201,2024-09-24T14:55:09,SHOW_HOUSES_BUY,
289,201,2024-09-24T14:55:11,ALLOW_BUYING,
290,201,2024-09-24T14:55:15,BUYING_FINISHED,
291,201,2024-09-24T14:55:17,SHOW_TAXES,
293,201,2024-09-24T14:55:44,ALLOW_IMPROVEMENTS,
302,201,2024-09-24T14:59:54,SHOW_SURVEY,
304,201,2024-09-24T15:00:58,SURVEY_COMPLETED,
305,201,2024-09-24T15:01:13,ROLLED_DICE,"Fluvial=7
Pluvial=9"
311,201,2024-09-24T15:02:35,SHOW_SUMMARY,
315,204,2024-09-24T15:04:18,NEW_ROUND,Round=3
317,204,2024-09-24T15:04:33,ANNOUNCE_NEWS,
322,204,2024-09-24T15:06:15,SHOW_HOUSES_SELL,
328,204,2024-09-24T15:09:14,ALLOW_SELLING,
331,204,2024-09-24T15:09:51,SHOW_HOUSES_BUY,
332,204,2024-09-24T15:09:52,ALLOW_BUYING,
333,204,2024-09-24T15:09:55,BUYING_FINISHED,
334,204,2024-09-24T15:10:23,SHOW_TAXES,
338,204,2024-09-24T15:10:47,ALLOW_IMPROVEMENTS,
341,204,2024-09-24T15:13:35,SHOW_SURVEY,
349,204,2024-09-24T15:15:17,SURVEY_COMPLETED,
352,204,2024-09-24T15:15:50,ROLLED_DICE,"Fluvial=9
Pluvial=8"
361,204,2024-09-24T15:17:39,SHOW_SUMMARY,
245,199,2024-09-24T14:30:36,NEW_ROUND,Round=1
248,199,2024-09-24T14:32:17,ANNOUNCE_NEWS,
249,199,2024-09-24T14:33:20,SHOW_HOUSES_BUY,
263,199,2024-09-24T14:46:08,ALLOW_BUYING,
273,199,2024-09-24T14:48:57,BUYING_FINISHED,
279,199,2024-09-24T14:50:43,SHOW_TAXES,
295,199,2024-09-24T14:57:29,ALLOW_IMPROVEMENTS,
303,199,2024-09-24T14:59:56,SHOW_SURVEY,
310,199,2024-09-24T15:02:11,SURVEY_COMPLETED,
314,199,2024-09-24T15:03:34,ROLLED_DICE,"Fluvial=7
Pluvial=4"
318,199,2024-09-24T15:04:59,SHOW_SUMMARY,
323,205,2024-09-24T15:06:16,NEW_ROUND,Round=2
326,205,2024-09-24T15:08:09,ANNOUNCE_NEWS,
340,205,2024-09-24T15:11:33,SHOW_HOUSES_SELL,
350,205,2024-09-24T15:15:34,ALLOW_SELLING,
354,205,2024-09-24T15:16:20,SHOW_HOUSES_BUY,
355,205,2024-09-24T15:16:23,ALLOW_BUYING,
356,205,2024-09-24T15:16:37,BUYING_FINISHED,
357,205,2024-09-24T15:16:41,SHOW_TAXES,
363,205,2024-09-24T15:18:36,ALLOW_IMPROVEMENTS,
372,205,2024-09-24T15:20:37,SHOW_SURVEY,
375,205,2024-09-24T15:21:18,SURVEY_COMPLETED,
376,205,2024-09-24T15:22:37,ROLLED_DICE,"Fluvial=9
Pluvial=8"
380,205,2024-09-24T15:24:58,SHOW_SUMMARY,
387,209,2024-09-24T15:27:29,NEW_ROUND,Round=3
388,209,2024-09-24T15:28:21,ANNOUNCE_NEWS,
390,209,2024-09-24T15:30:52,SHOW_HOUSES_SELL,
393,209,2024-09-24T15:32:53,ALLOW_SELLING,
394,209,2024-09-24T15:33:45,SHOW_HOUSES_BUY,
395,209,2024-09-24T15:33:47,ALLOW_BUYING,
396,209,2024-09-24T15:33:50,BUYING_FINISHED,
397,209,2024-09-24T15:33:52,SHOW_TAXES,
403,209,2024-09-24T15:34:48,ALLOW_IMPROVEMENTS,
404,209,2024-09-24T15:35:52,SHOW_SURVEY,
408,209,2024-09-24T15:37:50,SURVEY_COMPLETED,
409,209,2024-09-24T15:39:01,ROLLED_DICE,"Fluvial=6
Pluvial=8"
414,209,2024-09-24T15:41:15,SHOW_SUMMARY,
240,198,2024-09-24T14:27:32,NEW_ROUND,Round=1
242,198,2024-09-24T14:28:55,ANNOUNCE_NEWS,
243,198,2024-09-24T14:29:44,SHOW_HOUSES_BUY,
254,198,2024-09-24T14:38:24,ALLOW_BUYING,
255,198,2024-09-24T14:39:22,BUYING_FINISHED,
256,198,2024-09-24T14:39:26,SHOW_TAXES,
266,198,2024-09-24T14:46:52,ALLOW_IMPROVEMENTS,
281,198,2024-09-24T14:51:36,SHOW_SURVEY,
285,198,2024-09-24T14:54:02,SURVEY_COMPLETED,
